PL06041607_1	PL06041607_0
1840	1996.83559442136
1848	1996.82273184055
1840	1996.8130850137
1841	1996.80343828005
1840	1996.79057611353
1827	1996.78092959738
1834	1996.76806772084
1836	1996.75842142218
1827	1996.74877521672
1837	1996.73591375443
1821	1996.72626776644
1840	1996.71662187166
1829	1996.7037608236
1829	1996.69411514628
1851	1996.68446956217
1843	1996.67160892831
1826	1996.66196356164
1835	1996.64910321772
1815	1996.63945806851
1830	1996.62981301248
1841	1996.61695308273
1841	1996.60730824414
1838	1996.59766349873
1822	1996.58480398314
1836	1996.57515945516
1847	1996.56551502035
1838	1996.5526559189
1833	1996.54301170151
1827	1996.5333675773
1838	1996.52050888996
1840	1996.51086498315
1824	1996.49800658567
1833	1996.48836289627
1831	1996.47871930003
1841	1996.46586131663
1823	1996.45621793778
1829	1996.44657465209
1827	1996.43371708275
1819	1996.42407401444
1828	1996.41443103929
1825	1996.40157388399
1838	1996.3919311262
1835	1996.37907426073
1823	1996.3694317203
1840	1996.35978927302
1829	1996.34693282155
1826	1996.33729059162
1831	1996.32764845483
1818	1996.31479241735
1843	1996.3051504979
1840	1996.2955086716
1820	1996.28265304808
1831	1996.27301143911
1841	1996.26015610535
1841	1996.2505147137
1836	1996.24087341517
1845	1996.22801849535
1844	1996.21837741414
1847	1996.20873642606
1840	1996.19588192015
1829	1996.18624114937
1827	1996.17660047171
1818	1996.16374637969
1836	1996.15410591932
1842	1996.14446555208
1835	1996.13161187393
1819	1996.12197172396
1834	1996.10911833552
1819	1996.09947840282
1818	1996.08983856323
1824	1996.07698558863
1815	1996.0673459663
1843	1996.05770643708
1821	1996.04485387629
1828	1996.03521456433
1830	1996.02557534546
1843	1996.01272319848
1821	1996.00308419685
1811	1995.99023233951
1825	1995.98059355512
1827	1995.97095486382
1823	1995.95810342024
1818	1995.94846494617
1811	1995.93882656519
1820	1995.92597553536
1821	1995.91633737158
1830	1995.9066993009
1827	1995.89384868479
1810	1995.88421083131
1816	1995.8713605048
1824	1995.86172286851
1826	1995.8520853253
1808	1995.83923541248
